"...1","screenName","text","created","statusSource","Created_At_Round","tweetSource","date","hour"
669,"hankazh7","prayers for the lost souls in itaewon",2022-10-30 22:10:08,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 22:10:08,22
670,"thekvitcher","i keep thinking about itaewon and what a senseless tragedy it is. there's no excuse for having as little crowd cont",2022-10-30 22:09:30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 22:09:30,22
671,"Ben07652302","seoul stampede video viral twitter itaewon halloween mishap viral video spilled through ... itaewon halloween s",2022-10-30 22:09:23,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 22:09:23,22
672,"pink_kook_kai","if u think the fanwar most important than itaewon tragedy. go ahead don't forget unfollow me rn. my country have o",2022-10-30 22:09:21,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 22:09:21,22
673,"idilyolo","i wanted to go to itaewon...",2022-10-30 22:09:16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 22:09:16,22
674,"notpannchoa2","[theqoo] foreigner who climbed up a sign during the itaewon incident",2022-10-30 22:08:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:08:59,22
675,"sIayerfest98","itaewon incident is so heartbreaking and scary my god cant even wrap my head around it",2022-10-30 22:08:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:08:49,22
676,"notpannchoa2","[ notpannchoa ] further aftermath of the itaewon crushing incident [enter-talk] sm cancels their halloween party",2022-10-30 22:08:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:08:25,22
677,"SusanDeptHigh","not to downplay the tragedy and losses, but what happened in itaewon signifies poor urban planning, poor crowd mana",2022-10-30 22:08:15,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 22:08:15,22
678,"AkinsolaAliu","lee ji han produce 101 season 2 dead and obituary, contestant passed away on itaewon tragedy newsblog",2022-10-30 22:08:13,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",2022-10-30 22:00:00,"others",2022-10-30 22:08:13,22
679,"saemantic","i saw one of the videos from itaewon tragedy of a man giving cpr and looked like hes afraid to break that womans",2022-10-30 22:08:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:08:05,22
680,"luvstargirlll","saw updates from the itaewon halloween incident.. so devastated praying for sokor",2022-10-30 22:07:50,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 22:07:50,22
681,"corrie_hulse","still in shock and keeping the people of korea in my thoughts. i've spent so much time in and around itaewon, those",2022-10-30 22:07:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 22:07:31,22
682,"straysunshine27","the itaewon tragedy is really heartbreakingsending my deepest condolences to all of those affected by the incident",2022-10-30 22:07:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:07:09,22
683,"Hyogoko","hearing about the itaewon tragedy is so heartbreaking. we hear about stampedes and those are bad enough but this wa",2022-10-30 22:07:01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 22:07:01,22
684,"BTSxMidAtl","out of respect for everyone affected by the tragedy in itaewon, we are following bts' lead and canceling tonight's",2022-10-30 22:07:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 22:07:00,22
685,"xchewiez","my thoughts and prayers, to the people who lost their lives in itaewon at seoul, including to their families who lo",2022-10-30 22:06:51,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 22:06:51,22
686,"AllyPandaaa","i avoid all itaewon news because looking at it breaks my heart and made me cry, those young souls that left too early..",2022-10-30 22:06:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:06:49,22
687,"wantyourkidney","this is my cousin who has gone missing in itaewon. his name is jaewoo &amp; is 23",2022-10-30 22:06:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:06:39,22
688,"cebudailynews","look: this is a street in itaewon district, which is seen filled with people, during halloween festivities and befo",2022-10-30 22:06:37,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",2022-10-30 22:00:00,"others",2022-10-30 22:06:37,22
689,"helloimJD","these videos from itaewon shouldnt just be casually floating around on social media",2022-10-30 22:06:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:06:32,22
690,"momochine__","prayers to those lost in the itaewon tragedy",2022-10-30 22:06:18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 22:06:18,22
691,"ngyojiw","22% increase in deaths, is that normal + coming itaewon deaths. few hundreds i",2022-10-30 22:06:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:06:10,22
692,"bttrflyteez","i just found out that one of the people who passed away during the itaewon incident went to my university. they wer",2022-10-30 22:06:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:06:08,22
693,"pinkseonghwaa","the itaewon incident is v heavy on my mind today :(",2022-10-30 22:06:04,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 22:06:04,22
694,"youimnoh","we understand the situation, don't worry we only want everyone heal and be safe. our condolences from",2022-10-30 22:06:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 22:06:02,22
695,"nasang_1","hello, thank you for praying and worrying about the itaewon accident in ko",2022-10-30 22:06:01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 22:06:01,22
696,"MomoVal_","what happened in itaewon is actually super sad, i hope everyone whos injured recovers quickly, and prayers to those",2022-10-30 22:05:37,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 22:05:37,22
697,"ascottie07","'produce 101 season 2' participant lee jihan passed away during itaewon stampede via",2022-10-30 22:05:24,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 22:05:24,22
698,"TimothyS","itaewon usa. the area of last night's tragedy in seoul was the ultimate ""camp town"" in south korea - the seedy ente",2022-10-30 22:04:23,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 22:04:23,22
699,"SityAeni1","pray for seoul itaewon prayforitaewon accidentseoul",2022-10-30 22:04:22,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 22:04:22,22
700,"itboykyh","i've had such a damn weekend this week, but i just wanna say that i extend my condolences to the victims of the ita",2022-10-30 22:04:17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 22:04:17,22
701,"lazyylioness","it looks like at one point even american military police probably still over at yongsan had to assist in crowd cont",2022-10-30 22:03:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:03:51,22
702,"PhilippineStar","witnesses said the crowd surge in the itaewon area on saturday night, oct. 29, caused a hell-like chaos as people",2022-10-30 22:03:25,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2022-10-30 22:00:00,"others",2022-10-30 22:03:25,22
703,"Yasmin86573684","no not yet, but i dont think hell do one today after what happend in itaewon yesterday.",2022-10-30 22:03:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:03:22,22
704,"SojuJustin","it honestly breaks my heart to see and hear about the events of saturday night in itaewon. to those that have lost",2022-10-30 22:03:12,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 22:03:12,22
705,"AlisonBallinger","it was chaos: how my halloween night out in itaewon went from fun to horror",2022-10-30 22:03:03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 22:03:03,22
706,"shoujovelvet","ive never been a fan of crowds so seeing what happened last year in astroworld and now in itaewon its very sad and",2022-10-30 22:02:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:02:56,22
707,"reynangrosas","i can't find to sleep last night after watching some videos from the itaewon tragedy. i can't stop thinking abou",2022-10-30 22:02:52,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 22:02:52,22
708,"KakilangArts","we are deeply shocked and saddened by the tragedy in itaewon",2022-10-30 22:02:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:02:32,22
709,"Ihechikwadoro","this man is just a clown... flood ravaged 31/36 states of the country you're presiding. you no visit,you no send me",2022-10-30 22:02:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:02:17,22
710,"LundOrg","shocking footage captures actual moment the itaewon crowd gets pushed down thealley",2022-10-30 22:01:59,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",2022-10-30 22:00:00,"others",2022-10-30 22:01:59,22
711,"mi_designer7","i will download youtube videos for you. itaewon istvfb _ dogecoin prayforitaewon yarg",2022-10-30 22:01:58,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 22:01:58,22
712,"beemelyum","after seeing the video of a vlogger during the itaewon stampede, i seriously ask myself why people kept on pushing",2022-10-30 22:01:58,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2022-10-30 22:00:00,"ipad",2022-10-30 22:01:58,22
713,"jlitwinetz","how a festive night in seoul turned deadly",2022-10-30 22:01:45,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft Power Platform</a>",2022-10-30 22:00:00,"others",2022-10-30 22:01:45,22
714,"Asparagus_csc","such events is truly heartbreaking. the mina incident, the indonesia stadium and itaewon ... i hope she a",2022-10-30 22:01:41,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 22:01:41,22
715,"honeykristelle","the itaewon tragedy man :(",2022-10-30 22:01:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:01:40,22
716,"Victoria190504","please pray for the rest of the victims. god will bless all the victims and their families. i would like to send",2022-10-30 22:01:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:01:35,22
717,"DreamingJJK97","it's okay . maybe its bcz itaewon tragedy . all the schedule in korea was canceled",2022-10-30 22:01:34,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 22:01:34,22
718,"odultfiction","still absolutely devastated and heartbroken over itaewon",2022-10-30 22:01:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:01:19,22
719,"jikookie_13","my deepest condolences and prayers to the families who have family members who were injured or lost their lives in",2022-10-30 22:01:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:01:15,22
720,"HannahMCho_","furious and heartbroken reading callous comments on naver that blame victims for going to party in itaewon. has our",2022-10-30 22:00:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:00:55,22
721,"hagvelvet","kpop idols who will be celebrating halloween just like sm should be cancelled this year bc the amount of deaths in",2022-10-30 22:00:38,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 22:00:00,"android",2022-10-30 22:00:38,22
722,"rapplerdotcom","""i managed to escape the scene,"" says one graduate student. ""but if i'd stayed there just a few more minutes, then",2022-10-30 22:00:38,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",2022-10-30 22:00:00,"others",2022-10-30 22:00:38,22
723,"NHLandMLB_Fan","x 153-154 deceased and 82 injured in south korea, seoul's itaewon district. as it's stated that there was ""as",2022-10-30 22:00:32,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 22:00:00,"others",2022-10-30 22:00:32,22
724,"tamsterlynn","after what happened in itaewon this weekend, it warmed my hard that all the friends i made over there reached out t",2022-10-30 22:00:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 22:00:22,22
725,"WTOKTV","witnesses said the crowd surge saturday night in the itaewon area caused a hell-like chaos as people fell on each",2022-10-30 22:00:04,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",2022-10-30 22:00:00,"others",2022-10-30 22:00:04,22
726,"Ninecomau","an australian man has paid an emotional tribute to a friend he said died in south korea's deadly halloween crowd su",2022-10-30 22:00:01,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",2022-10-30 22:00:00,"others",2022-10-30 22:00:01,22
727,"anodemadi","people only worrying about idols and that things are getting cancelled/postponed because of what happened in itaewo",2022-10-30 21:59:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:59:48,21
728,"Sophihi","my ig-friend who knows what sk means to me send me a message to ask am i alright regarding the itaewon tragedy sh",2022-10-30 21:59:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 22:00:00,"iphone",2022-10-30 21:59:40,21
