"...1","screenName","text","created","statusSource","Created_At_Round","tweetSource","date","hour"
268,"culturist","sorry. explain what if itaewon, i cannot go past that. if you mean my thought that you're not rig",2022-10-30 23:20:45,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:20:45,23
269,"leilassova","what happened in itaewon is literally insane &amp; so sad.",2022-10-30 23:20:30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:20:30,23
270,"brogetto","southkorea i watch a few youtubers from itaewon i hope they're ok and i hope korea can recover from this. this is a tragedy",2022-10-30 23:20:28,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:20:28,23
271,"hallehalIle","what caused the stampede in itaewon its terrible what happened",2022-10-30 23:20:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:20:26,23
272,"maxwalden_","the latest on the itaewon disaster from from seoul on",2022-10-30 23:20:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:20:22,23
273,"SarahMorookian","have you ever even been to itaewon they had a manpower of about 200, since their requests for",2022-10-30 23:20:17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:20:17,23
274,"taegifreeze","i seriously cant stop thinking about the itaewon tragedy :( like thats so many people my age and obviously none o",2022-10-30 23:20:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:20:01,23
275,"cocopororo","prayforkorea prayforitaewon seoul southkorea very heart broking pray for itaewon",2022-10-30 23:19:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:19:52,23
276,"Victoria_in0","pray for itaewon",2022-10-30 23:19:44,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:19:44,23
277,"sangk3t","isn't that the problem exactly, there was no organizer to pin point. just over the years going",2022-10-30 23:19:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:19:39,23
278,"mazinissa","one of my biggest dislikes are crowds and congestion, including slightly long queues, even if organized. i even av",2022-10-30 23:19:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:19:34,23
279,"ihatespire","i just found out that one of my friends was one of the people who died in itaewon last night",2022-10-30 23:19:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:19:12,23
280,"PKhakpour","some people were asking but it does seem that 5 iranians were killed in itaewon usually i say pay no attention to",2022-10-30 23:19:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:19:10,23
281,"lovecsoob","my heart hurts for all the victims of the itaewon incident. may their souls rest in peace.",2022-10-30 23:18:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:18:58,23
282,"YujiroTaniyama","stupefied by the horrible smash in seoul. i once banged into a japanese exchange student in itaewon, the scene of t",2022-10-30 23:18:38,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",2022-10-30 23:00:00,"others",2022-10-30 23:18:38,23
283,"lwyd_mari","so shocked and sad about what happened in itaewon yesterday. so many young people with their lives ahead of them.",2022-10-30 23:18:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:18:33,23
284,"HuangMili","why wasn't there crowd control in a popular young nightlife area where streets are described as ""narrow alleyways""",2022-10-30 23:18:22,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:18:22,23
285,"djaballh","calls this horrific itaewon halloween disaster as an ""incident"" which was brought under c",2022-10-30 23:18:04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:18:04,23
286,"BPlNKERS","an account created recently and all of the tweets are only about the itaewon",2022-10-30 23:17:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:17:47,23
287,"BTStannies2013","its absolutely terrifying. some people really dont realise how big the impact in itaewon was, there shouldve bee",2022-10-30 23:17:36,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2022-10-30 23:00:00,"ipad",2022-10-30 23:17:36,23
288,"yanyankisser","those are obviously two completely different situation. ita",2022-10-30 23:17:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:17:34,23
289,"tonyquioco","itaewon stampede is so tragic and horrific. rest in peace to the poor souls.",2022-10-30 23:17:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:17:20,23
290,"yufaniee","what happened in itaewon was so tragic, my deepest condolences goes out to the victims families, this was such an u",2022-10-30 23:17:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:17:19,23
291,"peachybrets","leejihan passed away, one of the victims of the itaewonholloween tragedy.",2022-10-30 23:17:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:17:04,23
292,"CrowofLove1","i doubt that covid measures led to this. people gathered, some may have been drunk. i know the itaewon crow",2022-10-30 23:17:03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:17:03,23
293,"JosyPochi92","my condolences to the families of the victims of this unfortunate tragedy. itaewon",2022-10-30 23:17:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:17:02,23
294,"SHARONMYOUMINA","actor lee jihan, who also contestant in produce101s2, passed away yesterday,oct 29th as one of casualties victim fr",2022-10-30 23:16:56,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:16:56,23
295,"jjongie14","i agree! i was looking forward to it and im a little sad that it was cancelled but i complet",2022-10-30 23:16:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:16:42,23
296,"goldenshi_","what happened at itaewon was a nightmare :(",2022-10-30 23:16:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:16:30,23
297,"seIfiedump","look up itaewon korea but beware trigger warning a lot of dead bodies",2022-10-30 23:16:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:16:27,23
298,"sparklykpopstan","praying for itaewon. i send my deepest condolences to all those affected by this tragic incident. stay strong itaew",2022-10-30 23:16:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:16:22,23
299,"fan_de_mils","the number of people who passed by made my heart hurt . pray for itaewon",2022-10-30 23:16:15,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:16:15,23
300,"SinthiaArefin","deepest condolences to friends and families of those who were caught in the tragic event in itaewon . sending thou",2022-10-30 23:15:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:15:27,23
301,"kanghannanim","a lot of us were shouting asking people infront of us to move but the crowd couldn't move forward bcos they were wa",2022-10-30 23:15:20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:15:20,23
302,"YKEdinburgh","praying for itaewon. rest in peace. itaewon was the place where i used to hang out with foreign friends when i was",2022-10-30 23:15:14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:15:14,23
303,"dallaslovato","my thoughts and prayers are with everyone that lost their lives. the friends family and first responders and everyo",2022-10-30 23:15:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:15:05,23
304,"smiley_sicko","my love goes out to the ones who lost people in itaewon, my heart goes out to everyone",2022-10-30 23:14:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:14:55,23
305,"joonlovin","in this situation its on the korean president he relocated himself out of the blue house and took away police resou",2022-10-30 23:14:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:14:37,23
306,"NovocaineAndy2","to my foreign mutuals/friends who lost their loved ones in the itaewon tragedy. i hope you stay strong. and to publ",2022-10-30 23:14:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:14:33,23
307,"Yukiji88","itaewon tragedy during halloween sha, about 150 kot died",2022-10-30 23:14:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:14:26,23
308,"LolBetti","its very sad situation in itaewon. i hope for all familys out there that the missing persons will be found as soo",2022-10-30 23:14:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:14:18,23
309,"Luminaria98","a sea of bodies: how a festive night in seoul turned deadly",2022-10-30 23:14:05,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:14:05,23
310,"iMAMuRAiCON","the itaewon incident... this is so bad, i get sick just by thinking about it",2022-10-30 23:13:54,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:13:54,23
311,"DasiaZanders","i don't have the right words for what happened in itaewon. all i can say is i hope many people going through such d",2022-10-30 23:13:51,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:13:51,23
312,"dddoan4","charity drives not sure yet besides the memorial in seoul. locals have been placing flowers besides the inc",2022-10-30 23:13:45,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:13:45,23
313,"14bisAero","prayers to all of the victims and their families itaewon",2022-10-30 23:13:41,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:13:41,23
314,"kanghannanim","the incident in itaewon reminds me of when i was stuck in a crowd after elyxion concert way back 2018. i followed t",2022-10-30 23:13:40,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:13:40,23
315,"Miyuks_I","my condolences to those affected by the itaewon incident",2022-10-30 23:13:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:13:26,23
316,"IWantHansLegs","my friend studying abroad in korea went to itaewon and she hasnt replied to my texts.",2022-10-30 23:13:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:13:11,23
317,"dreamies_17","i was reading the article about what happened during the itaewon incident and i find it disgusting that some though",2022-10-30 23:12:42,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:12:42,23
318,"Lisanahmoo","their new right wing president would turn his nose up at that area of itaewon and foreigners. under the l",2022-10-30 23:12:40,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2022-10-30 23:00:00,"ipad",2022-10-30 23:12:40,23
319,"randomkika","hi everyone, sorry for the lack of posts today &lt;/3 i wanted to make sure respects were paid to all those affected i",2022-10-30 23:12:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:12:38,23
320,"iiuvhyunjin","my heart goes out to all the lost lives and families from the itaewon incident.",2022-10-30 23:12:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:12:24,23
321,"woosglf","its so unfortunate how many people sadly passed there, some of them had such bright futures ahead of them. rest in",2022-10-30 23:12:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:12:03,23
322,"TheOtherDibbler","just saw the news about itaewon. absolutely horrifying.",2022-10-30 23:11:57,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:11:57,23
323,"Softboychangmin","my heart hurts for itaewon i cant imagine prayers for all the victims and their families.",2022-10-30 23:11:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:11:56,23
324,"mazinissa","very sad about what happened in itaewon, seoul. people want to go out and have fun and then a disaster happens be",2022-10-30 23:11:52,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:11:52,23
325,"kpoplikez","actor yoon hong bin recounts assisting with rescue efforts during the itaewon tragedy",2022-10-30 23:11:36,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",2022-10-30 23:00:00,"ifttt",2022-10-30 23:11:36,23
326,"FSSketches","i realise that people may not want what happened in itaewon to be on their timeline. however i think that it's impo",2022-10-30 23:11:22,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:11:22,23
327,"Spectee_Japan","thank you. do you allow us and our media partners to use your videos in itaewon",2022-10-30 23:11:18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:11:18,23
328,"Miyuko_junsei","prayingforitaewon prayforsouthkorea prayforseoul itaewonhalloween itaewonstampede celebrities and stars expr",2022-10-30 23:11:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:11:15,23
329,"jooygrace","i feel sick after seeing video clips from itaewons halloween event tragedy. so devastating",2022-10-30 23:11:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:11:06,23
330,"notmeyok8","yall im im kinda overthinking this but one of my kinda close online friend is korean and lives there so they mig",2022-10-30 23:10:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:10:59,23
331,"ChinatownCore","we share the sorrow and grief of the families in itaewon and abroad who have lost loved ones to this tragedy.",2022-10-30 23:10:54,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:10:54,23
332,"thecryptosunbae","stampede korean itaewon a tragedy that happened yesterday. but it happens more frequently. learn from it.",2022-10-30 23:10:53,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:10:53,23
333,"ssoftaegi","sending my prayers and deepest condolences to the families and friends of the victims, and wishing a very fast reco",2022-10-30 23:10:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:10:52,23
334,"Lateinjun","when i first saw itaewon trending i was like lmfao are people complaining again about idols drinkin",2022-10-30 23:10:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:10:47,23
335,"Dinzi_Z","rest in peace who were pass away during this tragic and get well soon everyone who get injured i pray for you all",2022-10-30 23:10:20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:10:20,23
336,"9Breakingnew","grace rached, south korea: australian victim of itaewon, seoul stampedes ominous lastposts",2022-10-30 23:10:04,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",2022-10-30 23:00:00,"others",2022-10-30 23:10:04,23
337,"darkempathbitch","holy shit itaewon",2022-10-30 23:09:59,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:09:59,23
338,"The_inspi","actor yoon hong bin recounts assisting with rescue efforts during the itaewontragedy",2022-10-30 23:09:55,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",2022-10-30 23:00:00,"others",2022-10-30 23:09:55,23
339,"sfxbts","sending love and prayers to everyone whom lost a love one or got hurt last night in itaewon..",2022-10-30 23:09:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:09:54,23
340,"hong_joshua1","pray for itaewon",2022-10-30 23:09:18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:09:18,23
341,"arcanes","halloween festivals have been around for past a decade but also the one in itaewon wasnt managed by a",2022-10-30 23:09:14,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:09:14,23
342,"LundOrg","actor yoon hong bin recounts assisting with rescue efforts during the itaewontragedy",2022-10-30 23:09:00,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",2022-10-30 23:00:00,"others",2022-10-30 23:09:00,23
343,"aesanathetics","itaewon is just where most of of them hang (base of foreign restaurants/bars..) they're still terrorists. probably",2022-10-30 23:08:56,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:08:56,23
344,"SalemBlackCat_","our hearts are with everyone affected by the tragedy in seoul. everyone here in halloween city sends you our deepes",2022-10-30 23:08:52,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:08:52,23
345,"DystoTreff","seoul, the heartbeat of a vibrant metropolis experienced a terrible tragedy in itaewon. my deepest sympa",2022-10-30 23:08:36,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:08:36,23
346,"bulletin_ex","indonesian president joko widodo expresses condolences over itaewon halloweenincident",2022-10-30 23:08:35,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",2022-10-30 23:00:00,"others",2022-10-30 23:08:35,23
347,"DescantCantus","me too. i knew itaewon was gon be packed but i had no idea it was going to lead to that. this is awful.",2022-10-30 23:08:34,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:08:34,23
348,"AL99000400","due to the recent tragedy in itaewon, i'm gonna stop posting about kpop &amp; kdrama related news until the mourning en",2022-10-30 23:08:27,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:08:27,23
349,"joongdoks_hands","does anyone know if there are any good places that foreigners can donate regarding the recent itaewon tragedy wan",2022-10-30 23:08:27,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:08:27,23
350,"qsjy98","itaewon stampede in seoul, south korea update: death toll rises to 151, four chinese nationals killed",2022-10-30 23:08:18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:08:18,23
351,"zdklmi03","my heart aches seeing clips from the tragedy of itaewon. my deepest condolences to all the family",2022-10-30 23:08:13,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:08:13,23
352,"gavincalzado","as someone who loves nightlife and big crowds, the itaewon incident gave me anxiety. this is so tragic.",2022-10-30 23:08:07,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:08:07,23
353,"adminrosemarie","itaewon tragedy",2022-10-30 23:08:04,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:08:04,23
354,"Suga_Mint","twitter why are yoj sharing videos of the itaewon incident. some don't need to see something so tragic",2022-10-30 23:07:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:07:59,23
355,"Ada_Ihiala","what do you think they'd have done better watching the clips made me really sad that i started playin",2022-10-30 23:07:54,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:07:54,23
356,"arcanes","yah you prolly dont know cus u havent been to kr in a while but its pretty packed during events in ho",2022-10-30 23:07:52,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:07:52,23
357,"9breakingn","grace rached, south korea: australian victim of itaewon, seoul stampedes ominous lastposts",2022-10-30 23:07:36,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",2022-10-30 23:00:00,"others",2022-10-30 23:07:36,23
358,"EmmillyaH","20221030-29_ we pray for safety and care for all of us, especially my beloved and cons",2022-10-30 23:07:04,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:07:04,23
359,"DrJoealexander","apparently some people in malaysia relate the death in itaewon with religions...",2022-10-30 23:06:39,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:06:39,23
360,"ExplorerDanish","who killed han ji yong in mine south korea halloween ji han-jae (film actor) idol jihan lee ji han 101 itae",2022-10-30 23:06:38,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:06:38,23
361,"ExplorerDanish","who killed han ji yong in mine south korea halloween ji han-jae (film actor) idol jihan lee ji han 101 itae",2022-10-30 23:06:31,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:06:31,23
362,"danceologiez","the itaewon situation is so insane :(",2022-10-30 23:06:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:06:20,23
363,"888abyz","how a festive night in seoul turned deadly - the new york times",2022-10-30 23:06:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:06:15,23
364,"MalcolmThailand","thai woman dies in itaewon crush",2022-10-30 23:06:14,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:06:14,23
365,"EmmillyaH","20221029_ we pray for safety and care for all of us, especially my beloved and consola",2022-10-30 23:06:10,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:06:10,23
366,"kiseokmicro","it's mind-bogglingly horrendous, devastating, and saddening to imagine people in halloween costumes being crushed",2022-10-30 23:05:55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-30 23:00:00,"others",2022-10-30 23:05:55,23
367,"Ayomidedayo3","here is a special thank u from my heart to someone who is special in my life someone who means a lo",2022-10-30 23:05:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:05:52,23
368,"Pier2Jenny","i feel sick to my stomach why would people want to share videos like that. so devastating itaewon",2022-10-30 23:05:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:05:51,23
369,"jayparthenon","everyone stay safe while enjoying in person events as we get out of covid please, hearing about what happened in in",2022-10-30 23:05:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:05:50,23
370,"sapiopath","""the father of one u.s. victim found warmth online as worry became grief."" by by luke vander ploeg via nyt new york",2022-10-30 23:05:36,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",2022-10-30 23:00:00,"ifttt",2022-10-30 23:05:36,23
371,"octobersoo","yeah they're a bit shook up but thankfully none of them decided to go to itaewon last night",2022-10-30 23:05:35,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:05:35,23
372,"everithingoes","the situation in itaewon is so saddening, heart goes out to all of those involved):",2022-10-30 23:05:17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:05:17,23
373,"gioitaliano92_","the city of itaewon &amp; seoul police department must answer for their negligence in protecting the people last nigh",2022-10-30 23:05:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:05:09,23
374,"dionysusonfire","this might be because of itaewon, might also be because of timezones but yes its dead on here",2022-10-30 23:04:58,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-30 23:00:00,"android",2022-10-30 23:04:58,23
375,"bootyqueso","the itaewon tragedy is so heartbreaking. so many young lives lost :(( may their souls rest in peace.",2022-10-30 23:04:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-30 23:00:00,"iphone",2022-10-30 23:04:56,23
